,Unnamed: 0,content
396,396,　　音乐剧被曝抄袭乐曲和创意
397,397,　　1月9日中央电视台《我要上春晚》栏目特别节目“直通春晚”中，播出了一部四川电力选送的音乐剧《来电了》，剧中多名身着制服、头戴安全帽的电力工人在摁响门铃后，用演唱提醒用户“来电了”。
398,398,　　表演结束后，主持人介绍，表演的演员是国家电网公司的一线员工，有评委点评称该剧非常质朴。还有评委表示，演员属于草根演员，因此“接地气”。在1月12日的《我要上春晚特别节目》颁奖典礼上，《来电了》获得了最佳创意奖。
399,399,　　1月22日，网友“爱音客Mancy”在微博发帖称，音乐剧《来电了》在音乐旋律和美国百老汇音乐剧《摩门经》的开场曲《Hello！》非常相似，在一些旋律上甚至完全一致。而在舞台表演上，《来电了》的一些舞台程序与美国《摩门经》剧组在2011年音乐剧最高奖托尼奖颁奖典礼现场的表演高度一致。但是节目中并未说明《来电了》是由《Hello！》改编而来。
400,400,　　“作曲人”为川电工会负责人
401,401,　　四川电力官方微信公众号在一篇题为《一首〈来电了〉，如何获得央视最佳》的文章中介绍了《来电了》的创作过程。文中介绍，在《来电了》之前，四川电力的歌舞剧《我愿意，谢谢你》在《我要上春晚》栏目中高票晋级，随后一个月时间里，公司全新创作和编排了音乐剧《来电了》。
402,402,　　北青报记者在网友提供的两部视频中看到，《来电了》和《摩门经》的表演确实有多处非常类似的地方。如两部剧都以人们按响门铃，和来开门的人对话为主要线索；两部剧临近结尾时都是演员站成上下两排，进行集体合唱；独唱与合唱、独白之间的衔接节奏等都非常一致。有网友称，两部剧除了歌词不同、服装不同，其他方面都几乎是“一模一样”的。
403,403,　　但是在《来电了》演出前的介绍栏内，该剧的作曲人是雷江海和景敏，在节目介绍中，也并未提及美国音乐剧《摩门经》。
404,404,　　北青报记者检索发现，雷江海在四川电力官网2015年的一篇报道中曾经出现过，为四川电力的工会副主席。也有网友称景敏系四川电力的工会副主席。国网川电宣传部的一名工作人员证实，作曲人的名字确实是该公司工会的两名负责人。
405,405,　　四川电力表示节目字幕有问题
406,406,　　1月5日，四川电力的官方微信公众号上展示了《来电了》的乐谱稿第一页。北青报记者对比了《来电了》第一页和《Hello！》两首歌的乐谱，发现两首歌在多个小节上完全一致。
407,407,　　在多部音乐剧剧组担任音乐总监和键盘手的张玉玫说，两份乐谱主旋律基本一致，41个小节中存在较大差别只有第8小节、第14小节、第17和18小节以及第27小节这几处。“《来电了》在一些地方处理得更跳跃，但在第27小节中，《Hello！》音域跨度较大，演唱难度高，《来电了》的处理相对简单。”
408,408,　　针对网友的质疑，昨天下午四川电力宣传部门的工作人员告诉北青报记者，他们已经了解到相关情况，由于该节目最开始是由下级单位制作，他们已经就此展开调查。
409,409,　　工作人员说，在调查中他们了解到，《来电了》在创作过程中确实曾经参考了音乐剧《摩门经》的开场曲。他表示，主要问题在于节目播出时的介绍栏字幕有问题，“字幕里不应该是作曲，应该是编曲，但在播出时和字幕的工作人员沟通上出了问题。此外，应该在介绍中出现原曲的来源，这一点是我们的疏忽。”
410,410,　　这位工作人员表示，在选拔过程中，该节目虽然获得了最佳创意奖，但未能获得总导演的认可，没有进入春晚彩排阶段，因此不会出现在春晚演出中。
411,411,　　文/本报记者 屈畅
413,413,　　网络大电影《套住青春》上映一周，口碑爆棚。它打破常规的奇幻题材，笑果十足的喜剧风格、诚意写实的国人青春，在众多网大中脱颖而出，是网络大电影春节档的最佳观影之选。由80后新锐导演王焯苇执导，集结杜维瀚、尹航、左立、陈昕翎、刘颺等鲜肉小花的网络大电影《套住青春》已于1月17日在爱奇艺VIP会员独家热映。
414,414,　　《套住青春》讲述了由杜维瀚饰演的捣蛋调皮高中生杜天一无意中陷入一个无限循环星期一的“时间黑洞”中，每天醒来都回到同一天、遇到同样的人、经历同样的事的奇幻故事。面对突如其来的变化，杜天一从惊慌失措到放弃挣扎接受，从利用循环肆意妄为到感悟生死真谛改变自己，渐渐成长蜕变，最终摆脱循环迎来全新明天，充满了青春正能量。
415,415,　　作为一部奇幻校园喜剧，《套住青春》在题材上推陈出新，喜剧风格上也极具突破，除了利用时光倒流带来的记忆错位制造出十足笑果，搞笑担当“杜蕾斯”更是承包了影片大量笑点。所谓“杜蕾斯”，正是由鬼马“杜天一”、智多星“司马”和呆萌“雷少”组成的死党三人帮，三人在校园里极尽学渣之能事，在与教务主任和学霸组的斗智斗勇中妙趣横生。
416,416,　　影片男主角“杜天一” 无限重复回到同一天。他的“黑色星期一”的奇幻之旅，笑果十足之余，更多的是对“时间”话题的探讨，对“人生选择”问题的延伸。因此，有观众、影评人表示“笑着笑着就哭了”，“看完这个青春片，我竟然想哭。”
417,417,　　春节档一直以来是院线电影票房的关键节点，今年依然有《西游伏妖篇》、《大闹天竺》、《功夫瑜伽》、《乘风破浪》等国内大片挤入春节档。为避开春节档，爱奇艺、腾讯、乐视、优酷等视频网站已于1月首周停止网络大电影的收片工作，制作精良、口碑爆棚的《套住青春》无疑成为网大观众合家欢最佳观影之选。
418,418,　　新华社洛杉矶1月24日电(记者张超群)美国电影艺术与科学学院24日清晨在洛杉矶以网络直播形式公布第89届奥斯卡奖提名名单，影片《爱乐之城》赢得14项提名独领风骚。
419,419,　　浪漫音乐歌舞片《爱乐之城》获得包括最佳影片、最佳男主角、最佳女主角、最佳导演、最佳原创剧本在内的14项提名，追平1951年第23届奥斯卡奖最佳影片《彗星美人》和1998年第70届奥斯卡奖最佳影片《泰坦尼克号》的提名记录，成为奥斯卡奖历史上并列获得最多提名数的影片。
420,420,　　美国“85后”导演达米安·沙泽勒自编自导的《爱乐之城》以洛杉矶为背景，讲述一位爵士钢琴家与渴望当女演员的片场咖啡吧员工坠入爱河、分别又重逢的故事。影片描述两位年轻人对艺术的追求和成长过程中经历的磨难，虽然两人相爱且最终事业各有所成，但对未来的不确定性终究未让有情人成为眷属。加拿大男演员瑞安·戈斯林和美国女演员艾玛·斯通凭借在影片中的精彩表现，分别获得奥斯卡最佳男主角和最佳女主角提名。
421,421,　　沙泽勒的《爱乐之城》剧本完成于2010年，苦于各大电影公司不愿投资，剧本多年无人问津，直至2015年沙泽勒自编自导的影片《爆裂鼓手》夺得第87届奥斯卡最佳男配角、最佳剪辑等多个提名和奖项，《爱乐之城》才被人再次提及。此次，沙泽勒本人收获了最佳导演和最佳原创剧本两项提名。
422,422,　　好莱坞颁奖季热门导演梅尔·吉布森(《血战钢锯岭》)、丹尼斯·维尔纳夫(《降临》)、肯尼思·洛纳根(《海边的曼彻斯特》)和巴里·詹金斯(《月光男孩》)也入围了最佳导演的争夺。
423,423,　　本届奥斯卡的最佳影片提名争夺十分激烈，共有336部电影符合参选资格，最终9部影片入围。除《爱乐之城》外，还有科幻片《降临》、黑人题材剧情片《藩篱》、战争片《血战钢锯岭》、美国西部片《赴汤蹈火》、讲述黑人女科学家故事的《隐藏人物》、剧情片《雄狮》、剧情片《海边的曼彻斯特》、黑人男孩成长题材影片《月光男孩》入围最佳影片提名。
424,424,　　在表演类奖项中，与戈斯林共同争夺最佳男主角的还有卡西·阿弗莱克(《海边的曼彻斯特》)、安德鲁·加菲尔德(《血战钢锯岭》)、维戈·莫滕森(《神奇队长》)和丹泽尔·华盛顿(《藩篱》)。
425,425,　　法国女星伊莎贝尔·于佩尔(《她》)、埃塞俄比亚演员露丝·内加(《爱恋》)、饰演肯尼迪总统夫人的纳塔莉·波特曼(《第一夫人》)和“老戏骨”梅里尔·斯特里普(《跑调天后》)将与斯通一道角逐最佳女主角。斯特里普演艺生涯中以累计获得20项奥斯卡提名成为获得奥斯卡提名最多的女演员，此前她曾获3座奥斯卡奖杯。
426,426,　　最佳男配角提名落入马赫沙拉·阿里(《月光男孩》)、杰夫·布里奇(《赴汤蹈火》)、卢卡斯·赫奇斯(《海边的曼彻斯特》)、德夫·帕特尔(《雄狮》)和迈克尔·珊农(《夜行动物》)之手。
427,427,　　最佳女配角将从维奥拉·戴维斯(《藩篱》)、娜奥米·哈里斯(《月光男孩》)、妮可·基德曼(《雄狮》)、奥克塔维娅·斯潘塞(《隐藏人物》)和米歇尔·威廉姆斯(《海边的曼彻斯特》)之中诞生。
428,428,　　最佳外语片的角逐将在《地雷区》(丹麦)、《一个叫欧维的男人决定去死》(瑞典)、《推销员》(伊朗)、《禁忌之恋》(澳大利亚)、《托尼·厄德曼》(德国)之间展开。入围最佳动画长片的5部作品中两部出自迪士尼公司，分别是《疯狂动物城》和《海洋奇缘》，此外还有《红海龟》、《西葫芦的生活》和《魔弦传说》。
429,429,　　与前两年饱受诟病的白人影星主导奥斯卡奖形成鲜明对比的是，本届奥斯卡奖提名名单中讲述黑人故事的影片备受瞩目，其中《月光男孩》和《藩篱》分别获得8项和4项提名。丹泽尔·华盛顿、娜奥米·哈里斯、马赫沙拉·阿里等6位黑人演员获表演类奖项提名。
430,430,　　本届奥斯卡奖在提名公布的形式上有很大创新。美国电影艺术与科学学院取消了往年清晨5点左右在贝弗利山塞缪尔·戈尔德温剧院实地宣布提名的方式，而改用网络直播的形式同步向全球发布提名名单。数位昔日的奥斯卡奖得主通过一系列视频片段在揭晓本届奥斯卡奖各奖项提名名单的同时也向观众分享了他们相关经历。
431,431,　　第89届奥斯卡奖颁奖典礼定于2月26日在洛杉矶杜比剧院举行。
432,432,　　央视2017鸡年春晚马上要和大家见面了。今年春晚都会有哪些明星，表演什么节目？虽然不能剧透太多，但今年春晚的演员阵容绝对够强大。
433,433,"　　春晚开场秀：《欢乐颂》""五美""搭档TFBOYS"
434,434,　　今年春晚，《欢乐颂》“五美”刘涛、蒋欣、王子文、杨紫、乔欣，将搭档TFBOYS带来春晚开场秀。
435,435,　　刘涛：“因为背景的舞蹈演员都是红衣服、金衣服，还有绿色的绸子，就是各种各样的色彩在里边。然后一直在想我们五个女孩该穿什么颜色的衣服，倒还没想好，但希望带给大家很欢快、很喜庆的一种气氛。”
437,437,　　TFBOYS：“俗话说新年就要有新气象，我们三个和五位大姐姐给大家带来一个新的开始，希望今年这个开场节目能够给大家带来眼前一亮的感觉。”
439,439,　　近50人演绎新疆特色语言类节目
440,440,　　开场就是八位明星，阵容够强大吧，不过也比不上一个语言类节目人多。你可能要说了，语言类节目不就是相声小品吗？人能多到哪儿去？
441,441,　　今年春晚会有一个新疆特色的语言类节目，演员接近50人，而且个个大眼睛、高鼻梁，颜值超高。他们会共同演绎一个真实发生在新疆南疆农村的故事，内容相当接地气儿。到时候，这近50位新疆的姑娘小伙儿，不光会身穿绚丽的节日盛装，还要把新疆的民族乐器和特色瓜果也都带到春晚舞台上。
443,443,80位武术冠军同台演绎中华武魂
444,444,　　近50个人表演一个语言类节目，要是觉得这人真够多的，那是因为你还没了解今年春晚的武术节目！
445,445,　　每年春晚，武术节目都特别提气，今年当然也不能少。不过今年春晚，从节目题材到表演形式，处处讲求突破和创新。传统的武术节目也进行了大胆尝试，那就是首次启用全冠军阵容，而且这冠军一来就是80位！今年春晚的武术节目，集结了代表当今中国乃至世界武术一流水平的80位武术冠军，将通过各种高难度的技巧动作，展示中华武术文化的源远流长和博大精深。
447,447,　　今年元旦刚过，这80位武术冠军就已经驻扎北京了，每一天都在刻苦排练，他们说要用自己的一招一式，稳扎稳打走上春晚舞台。
448,448,　　160多只小萌鸡 萌化你的心
449,449,　　80人的武术节目，还有比这阵容更强大的吗？当然有！今年是农历鸡年，春晚舞台上当然少不了鸡的形象，而且一下子就来了160多只，全都是由幼儿园的小朋友们扮演的。是不是已经被他们萌化了？
451,451,　　孩子们扮演的各种小鸡载歌载舞、笑语欢歌，在浓郁的民俗性和趣味性中，营造出金鸡报晓迎春的欢乐气氛，生动表达了中华民族几千年来优秀的传统民俗文化。目前，春晚彩排仍在紧张有序的进行中，相信160多只小萌鸡全体出现在春晚舞台上时，一定会萌化每一位观众的心。
452,452,　　老歌新唱 陈伟霆首登春晚舞台
453,453,　　除了演员众多，阵容强大，今年春晚明星还有一个特点，那就是粉丝多，人气旺。香港演员陈伟霆就是其中之一。
454,454,　　陈伟霆：“今年正值香港回归20周年，我也是非常荣幸可以走上这个舞台，所以选择了一首歌重新改编的歌。我相信大家听的时候，会唤起大家的回忆。”
456,456,　　经两次接到春晚邀请，却又与春晚舞台擦肩而过，陈伟霆格外珍视今年这次机会。
457,457,　　陈伟霆：“很紧张，我几乎这一年差不多到这个月的时候，就开始在想，春晚会不会邀请我，因为很想可以有机会走上这个舞台。”
458,458,　　陈岩：舞台美术创意来自祥云
459,459,　　春晚的舞台，人人都渴望登上去。今年这个舞台又有怎样的变化？鸡年春晚美术总设计师陈岩，首次透露了鸡年春晚舞台的秘密。其美术创意来自于“渊源共生、和谐共融”的传统祥云图案。
460,460,　　观众将在春晚舞台的顶部，看到由传统的祥云图案转化而来的机械传动装置，云与“运”同音，寓意着祥云春雨、滋润大地；机械屏幕上下运动，造型多变，预示着好运连连。祥云元素与春晚舞台相结合，象征着来年风调雨顺，人寿年丰。
462,462,　　陈岩介绍，今年一号演播厅在原有技术资源基础上化繁为简，巧妙改装，实现了功能的整合升级。在主舞台侧方，首次增设了一个小舞台，承载演出区和主持区的双重功能。
463,463,　　大大压缩节目换场时间，为春晚的节奏提速。在拆除了部分立柱装置后，今年一号厅在观众席四周，搭建出360度的全画卷式高清屏幕墙，在正对舞台的观众席中央，首次开辟出多媒体直播区，供各大媒体直播春晚。观众坐席密度增加，达到了700多个席位，这将是春晚历史上现场观众人数最多的一届。
464,464,　　韩寒导演的电影《乘风破浪》定档大年初一，从此前发放的宣传物料来看，官方的“保密工作”一直做得很好。随着人物关系海报和终极预告片的发放，观众对影片的期待值越来越高。近日由ONE出版的《乘风破浪：电影拍摄全纪录》一书，先于影片上市。
465,465,　　扬子晚报记者 蔡震
466,466,　　韩寒将部分电影中场景搬进母校
467,467,　　据该书编辑透露，《乘风破浪：电影拍摄全纪录》由韩寒主编，剧组成员合著，详细记录了《乘风破浪》从筹备到杀青的全过程。在书中“导演的话”一文中，韩寒似乎流露出《乘风破浪》的创作意图。他说他17岁出道，到今年34岁，半个人生都活在是非争议和风浪飘摇之中，虽然刺激，但也有些厌倦，不奢望之后的生活可以风平浪静，只愿作品可以乘风破浪。“就算没有风，没有浪，我们也要去到那个地方。”
468,468,　　《乘风破浪：电影拍摄全纪录》收录了继《后会无期》后韩寒未曾发表的深度访谈，其中他追忆“母校”松江二中，并坦言道：“刚踏出学校，会迷茫，也会怀念，甚至到现在有的时候都会梦见自己在考试，然后突然之间试卷答不出来，我就惊醒了。有的时候我也会去大学校园踢球，恍然之间又好像自己来过这里，其实没有，我只是有那种感觉。”据悉此次电影的一处拍摄场景就选在了松江二中。
469,469,　　邓超、彭于晏、赵丽颖爆猛料
470,470,　　电影《乘风破浪》的演员阵容自公布以来一直被网友津津乐道，看似八竿子打不着的艺人在这部电影中演起了对手戏，并且首度为电影书献文，阐述角色性格的同时不忘互相打趣爆料。
471,471,　　邓超在文中回忆起韩寒邀请他参演《乘风破浪》的过程，他写道：“看过韩寒的文字，看过韩寒的电影，还没听过韩寒讲剧本。”听完剧本后他表示“被这个故事完全打动”。谈及与彭于晏的对手戏，邓超爆料他“和彭Sir是相互脱过裤子的人”。据官方透露，彭于晏在剧中饰演邓超的“父亲”，他在书中描述了自己对这个角色的独特理解，并且表示对自己的造型非常满意，“我发现留中分真的挺好看的”。
472,472,　　赵丽颖的文字与其以往建立的银幕形象一致，积极且干练。说到对导演的印象，她表现出调皮的一面：“身为赛车手，骑平衡车差点儿撞上别人车尾”。此外，实力小生董子健，老戏骨金士杰等亦在书中写下了内心独白。
473,473,　　韩寒访谈
474,474,　　记者：《乘风破浪》片名有什么含义？
475,475,　　韩寒：剧本里面主角原来有这样一句话：“无论世界有多么大的风浪，都希望可以和自己的爱人，和自己的孩子，一起乘风破浪。”后来放到电影里面我觉得可能有点过于直白，后来在电影里面我就把这句话删掉了，大家就在电影里面体会吧。
476,476,　　记者：作为文艺青年，自己的电影作品会更倾向于文艺片还是商业电影？
477,477,　　韩寒：首先这部电影就是一个喜剧商业片，但是我觉得电影不应该分那么清楚，分商业片或者喜剧片或者文艺片，可能会有自己的做事风格和个人烙印在里面。但最重要的是我希望大家可以看得津津有味。
478,478,　　记者: 目前，你人生中最重要的决定是什么？试想，如果没有这个决定，你在干什么？
479,479,　　韩寒：我觉得有三个决定。第一个就是退学去写书，第二个就是写了书以后去赛车，第三个就是赛车之后拍电影。每一步其实都不容易，都伴随着特别多的争议和特别大的压力。如果我没有这些决定，我觉得我不会有多大的变化，可能变成一个记者或者一个专栏作家，一个影视工作者，但是我喜欢的事情我还是一定会去做的。
480,480,　　记者：以前写东西和现在当导演做老板，哪种角色让你更充实，更有尊严感？
481,481,"　　,中新网,1月25日电 在98版《水浒传》中，丁海峰饰演的“武松”给人留下深刻印象。近年来，他也一直尝试突破，希望给观众带来不一样的自己。"
482,482,　　近日，丁海峰在紧张筹备着新剧《领养》的宣传，剧中他饰演“的哥”刘平凡，颠覆以往“荧屏硬汉”形象，相貌憨厚老实，凡事为他人着想。在拍摄时，导演也对他称赞道：“丁海峰演出了柔情汉子人物性格，小人物的大情怀，十分暖心。”
483,483,　　韩寒：我更喜欢去创作作品这件事情，无论是电影作品或者说是书的作品。但是你既然有公司，公司也能让你更加自由地创作作品，我也希望把公司做好。可能我性格里面就是想做一件事情就希望做好它。有的时候也感到很累，但是没有办法，这都是天生的。
484,484,　　记者：很多粉丝都在关心，你的下一本作品什么时候面市？
485,485,　　韩寒：我知道大家都特别等我下一本书，越等我压力就越大啊！挺对不起大家的，以前因为赛车，写了一两本自己不是很满意的书，赚了点版税去买轮胎、改装件了，现在赛车已经可以赚钱了，而且收入还不错，所以更希望用更好的书来反馈大家，相信两年之内吧，一定要比《1988：我想和这个世界谈谈》好很多。
486,486,　　备受关注的开年大剧《三生三世十里桃花》终极预告今在优酷全网首发。该剧由杨幂、赵又廷等大咖领衔主演，将于1月30日(正月初三)强势登陆优酷！一往深情三生三世情缘牵； 繁花落，清梦散，曲柔肠；只待情之所至，十里桃林共赴地老天荒。美轮美奂的场景、跌宕起伏的剧情和颜值爆表的阵容引发了网友们的强烈反响！
487,487,　　在预告片中，始终以桃花贯穿。杨幂饰演的白浅穿过青丘的秀丽山水，眼神迷离若有所思，而赵又廷饰演的夜华一袭玄衣长身玉立，神情凝重远望秋水，就此，两人挚爱情深的三重画卷徐徐展开——第一重美人如花隔云端，司音昆仑虚学艺守护金莲，时隔千年，夜华对司音情愫渐深。第二重凡尘厮守情缱绻，素素灵动可人，因救夜华相识相知，之后二人人间大婚，红衣飒飒耳鬓厮磨，而随后诛仙台纵身一跃裙袂飘荡，道尽了人间沧桑；第三重柳暗花明痴人笑，白浅忘却前尘，夜华孑然一身忆相思，狐洞强吻苦涩揪心，桃林重逢碧落红尘……漫漫三重情缘，最终在落英缤纷里尘埃落定。
488,488,　　除了白浅与夜华的主线脉络，片花中也隐露出素素、素锦和夜华间的三人虐恋，司音和离镜再遇已是路人，东华与凤九为情劫所困，玄女数万年对离镜哭诉衷肠，每一段爱恋都令人百感交集，心潮暗涌。更让粉丝们感到揪心的是，夜华一句“前尘往事你忘了便忘了，我即望着你记起，又望着你永不再记起！”这十里桃林究竟是一场缘分还是一场劫难，掀起又一轮“期待看正片！”的声浪热潮。
490,490,　　预告片除了内容精彩外，还通过唯美的画风和精致的拍摄手法，将两人的痴迷与缠绵刻画得淋漓尽致。
492,492,　　值得一提的是，除了首发预告之外，优酷从昨天开始优酷每天发布独家正片剪辑视频提前为观众“剧透”故事情节。不仅如此，在正片上线前也联合剧刀叨、姐不能忍、片场女流盲独家发布“撩剧”视频。而在正片上映后，每集还会有剧中主角独家片头彩蛋、片尾独家花絮，定期邀请主角参与网友“弹幕聊天”，满足粉丝看剧、玩剧两不误。
493,493,"　　,中新网,1月25日电 除夕进入倒计时，各家春晚名单悉数出炉。日前，李宇春身着定制款电光蓝外套，现身东方卫视2017鸡年春节联欢晚会彩排现场，霸气十足地演绎了大热新曲《野蛮生长》，还声称要为家乡四川麻将写首歌。"
494,494,　　其实，这并非李宇春首次与东方卫视春晚结缘，而是基本保持了三年一会的节奏。2011年，李宇春现学现用上海话向观众拜年，2014年则特地送上“龙马精神”年糕作为新春礼物，2016年还亮相东方卫视热门综艺《天籁之战》总决赛。
495,495,　　此次再度加盟东方卫视春晚，李宇春将携年度代表歌曲《野蛮生长》而来。《野蛮生长》诉说了李宇春出道十年以来的心路历程，而同名专辑也打破了中国数字专辑销售纪录，对她本人来说无疑是个里程碑式的突破，一向不善表达情感的李宇春，现场坦言“看到专辑销售成绩时挺想哭的”。
496,496,　　在彩排现场，许多粉丝扛着“长枪短炮”，李宇春一登场，就掀起了一阵阵尖叫声，此后的换装登场劲歌热舞，更是多次点燃现场气氛。粉丝当中，还有一位上年纪的老奶奶，见李宇春只穿件单薄衬衫，很是心疼。李宇春还用四川话拜早年，回应热情的粉丝，并表示“下雪天见到大家很开心”。
497,497,　　除此之外，李宇春还回忆起了家乡过年时的情景，透露今年将回四川，在麻将声中与家人度过一个川味年，甚至要为麻将写首歌。想要一饱耳福听春春唱歌吗？1月28日大年初一晚19:30，在东方卫视鸡年春晚上一起用心聆听。
498,498,　　本报讯 对很多影迷来说，按照每年奥斯卡提名名单看电影，是一个不用动脑筋的正确选择。
499,499,　　今年第89届奥斯卡金像奖提名名单，在洛杉矶当地时间1月24日清晨（北京时间昨晚）揭晓，《爱乐之城》14项提名领跑，追平奥斯卡史上最多提名的1950年的《彗星美人》、1997年的《泰坦尼克号》。《月光男孩》和《降临》以8项提名紧随其后，《海边的曼彻斯特》和《血战钢锯岭》分获6项提名。
500,500,　　有趣的是，获得最佳导演、最佳男主角提名的《爱乐之城》的导演达米恩·查泽雷和“高司令”瑞恩·高斯林昨天都在北京，为该片2月14日中国内地上映做宣传。
501,501,　　今年的奥斯卡提名名单没有黑马，都是颁奖季的热门。《爱乐之城》在金球奖“7提7中”之后，再次席卷奥斯卡。这部歌舞爱情片已定下中国内地2月14日上映档期，并早早敲定导演达米恩·查泽雷和“高司令”的来华时间为1月24日，正是奥斯卡提名公布之日。昨日，果然成功博到眼球。
502,502,　　在昨日中午的北京发布会现场，他们现场用毛笔书写中文“爱”字，卖力宣传。谈及《爱乐之城》斩获百余项大奖时，“高司令”表示这部电影是一份独特的惊喜，“我们剧组一路随着这部电影四处旅行，看到所有的人都非常喜欢它，甚至有人看五遍也不腻，这对我而言是一种独特的经历。”
503,503,　　“高司令”还为广大男性观众传授情人节浪漫“绝招”，那就是“带着女朋友去电影院看《爱乐之城》”。
504,504,　　导演达米恩·查泽雷跟大家分享了电影的创作历程，在谈到为何选择瑞恩·高斯林和艾玛·斯通来出演这部影片时，导演表示，“这两个人是这部电影的最佳人选，我也很幸运他们可以选择出演。”
505,505,　　今年奥斯卡提名片中，有不少已经或将与中国内地观众见面。《血战钢锯岭》去年贺岁档上映获好评，科幻片《降临》正在热映中，两片都有最佳影片、最佳导演等多项重磅提名。唯一爆冷的是《降临》女主演艾米·亚当斯没有进入影后角逐。
506,506,　　今年影后将在伊莎贝尔·于佩尔（《她》），鲁丝·内伽（《爱恋》）、娜塔莉·波特曼（《第一夫人》）、艾玛·斯通（《爱乐之城》）和梅丽尔·斯特里普（《跑调天后》）之间诞生。实力最强的，当属新晋金球影后伊莎贝尔·于佩尔和威尼斯影后“石头姐”。
507,507,　　此外不得不提梅姨，这已是她第20次获得奥斯卡提名，十足的传奇。
508,508,　　今年影帝的提名，则几乎是金球奖提名的翻版，分别是卡西·阿弗莱克（《海边的曼彻斯特》）、安德鲁·加菲尔德（《血战钢锯岭》）、瑞恩·高斯林（《爱乐之城》）、维果·莫特森（《神奇队长》）、丹泽尔·华盛顿（《藩篱》）。
509,509,　　本·阿弗莱克的弟弟卡西·阿弗莱克，果然在拿下金球之后继续冲击小金人，并被不少人士预测已早早就锁定奥斯卡影帝。
510,510,　　今年的最佳动画长片提名竞争激烈，之前《大圣归来》也有入围，但最终没有提名。眼下正在影院上映的《魔弦传说》获得提名，将和头号种子选手《疯狂动物城》一起竞争小金人。昨晚，也让不少《你的名字》的影迷有点失落，这部高票房的日本动画，最终还是被奥斯卡拒之门外。据悉，第8届奥斯卡颁奖典礼将于2月26日举行。记者 陆芳
511,511,　　华声娱乐1月25日讯 近日，有媒体拍到央视春晚上海分会场彩排情况，两位歌坛大腕李玟、林俊杰，携女子偶像团体SNH48少女们一起进行最后春晚的彩排工作。由于凌晨户外温度低于零度，SNH48成员彩排都是短打，引得李玟、林俊杰对成员直呼心疼!
512,512,　　据悉，新老两代偶像李玟、林俊杰与SNH48将首度同台合作，其实，林俊杰和SNH48颇有渊源，之前就曾为SNH48总选举写歌，此次央视春晚分会场同台，正式相逢格外亲切。据透露，央视春晚上海分会场的彩排经常是一干就是到凌晨，室外温度低于零度，因此户外保暖就显得十分重要。然而SNH48成员一套夏装短袖、短裙，全身短打投入彩排，使得两位歌坛前辈李玟、林俊杰就对SNH48成员格外关心。阵阵寒风冻的少女们瑟瑟发抖，也让他们 对成员表示“蓝瘦香菇”，据成员描述，“(在室外彩排)不是演出服吗，每当衣服脱下来的时候，李玟和林俊杰老师就表示心疼我们!”
513,513,"　　,中新网,1月25日电 据台湾“中央社”报道，韩国SBS电视台24日宣布，由于海内外粉丝对综艺节目《Running Man》将停播深表遗憾与不舍，SBS决定与6名成员和节目组继续拍摄。"
514,514,　　韩国媒体Herald pop 24日报道，《Running Man》取消了预定2月停播的计划，6名成员决定与节目组和SBS继续向前奔跑。
515,515,　　SBS电视台透过官方新闻资料表示，“因为改版所引发的不愉快事件，于2010年最初企划《Running Man》的SBS艺能本部长南承龙(音译)已于今年年初会晤《Running Man》的6名成员，向成员们表达了歉意。透过对话和沟通，也与6名成员达成共识，决定原班人马继续与《Running Man》走下去”。
516,516,　　SBS新闻资料说，“要做出这样的决定也是非常不容易，再次对做出辛苦决定的成员们表示衷心感谢，为了报答过去7年来喜爱《Running Man》的观众们，以后一定会做出更好更精彩的节目”。
517,517,　　据报道，原本打算改版的《Running Man》，仍将维持过去的形态。
518,518,　　一个影后的自我修养
519,519,　　张国
520,520,　　如果这世上有一门学科叫“巩俐学”，我可能已经拿到博士学位。
521,521,　　当然，我奉劝所有打算以巩俐为追星目标的人三思而后行。这是一项十分辛苦的业余爱好。很可能一年到头都得不到这个人的消息。在过去10年里，这位电影演员只拍了5部电影。而迄今30年的职业生涯里，她也只奉上32部作品。
522,522,　　巩俐说过电影是她生命的一部分，可她简直在浪费生命。年纪比她大了一轮的伊莎贝尔·于佩尔最近还在同时靠两部电影积攒影后奖项或提名。巩俐在哪儿呢？她像是蒸发了。
523,523,　　喜欢巩俐就必须接受这样的现实：她是同一时代、同等地位的女演员中产量最低的一位，朱丽叶·比诺什比她高产，息影多年的张曼玉比她高产，朱利安·摩尔则像个劳动模范。
524,524,　　在一个信息过载的时代，她保持着一位大银幕巨星最后的神秘感。她没有社交媒体账号，不参加真人秀，全年露面次数屈指可数——不是影展就是极少的品牌代言活动。25年前她代言过一个国产家电品牌，100万元的天价酬劳，成为广告业“倾城一笑”的案例。她是中国商业时代“第一个吃螃蟹”的明星，然后就逐渐与这个时代格格不入了。
525,525,　　在八面玲珑这一点上，今天的三流明星都可以教巩俐“做人”。人人都急着上位，都要一夜爆红，都要争抢资源，都担心被后浪拍死。“毯星”们忙着去国外影展走红地毯，利用信息不对称发回一堆“艳压群芳”“为国争光”的中文通稿。欧洲三大影展里，巩俐做过威尼斯和柏林的评委会主席，做过戛纳的评委，都是华人中的第一人。但她近年不但不怎么去威尼斯和柏林，连戛纳都去得少了。去年，法国一个影展为她举行大师班，放映她的5部电影，海报也张贴过了，影展去了不少大师级人物，最后她因“私人原因”取消了行程。
